"electiondate","party","auftraggeber","date","poll_share","vote_share","vote_share_l1","electiondate_l1","electiondate_lead1"
NA,"lin","insa",2024-08-10,3,NA,NA,NA,NA
NA,"gru","insa",2024-08-10,10,NA,NA,NA,NA
NA,"fdp","insa",2024-08-10,5,NA,NA,NA,NA
NA,"cdu","insa",2024-08-10,31,NA,NA,NA,NA
NA,"bsw","insa",2024-08-10,9,NA,NA,NA,NA
NA,"afd","insa",2024-08-10,18,NA,NA,NA,NA
NA,"spd","emnid",2024-08-09,16,NA,NA,NA,NA
NA,"oth","emnid",2024-08-09,9,NA,NA,NA,NA
NA,"lin","emnid",2024-08-09,3,NA,NA,NA,NA
NA,"gru","emnid",2024-08-09,13,NA,NA,NA,NA
NA,"fdp","emnid",2024-08-09,5,NA,NA,NA,NA
NA,"cdu","emnid",2024-08-09,31,NA,NA,NA,NA
NA,"bsw","emnid",2024-08-09,7,NA,NA,NA,NA
NA,"afd","emnid",2024-08-09,16,NA,NA,NA,NA
NA,"spd","infratest",2024-08-08,15,NA,NA,NA,NA
NA,"oth","infratest",2024-08-08,11,NA,NA,NA,NA
NA,"lin","infratest",2024-08-08,NA,NA,NA,NA,NA
NA,"gru","infratest",2024-08-08,12,NA,NA,NA,NA
NA,"fdp","infratest",2024-08-08,5,NA,NA,NA,NA
NA,"cdu","infratest",2024-08-08,32,NA,NA,NA,NA
NA,"bsw","infratest",2024-08-08,9,NA,NA,NA,NA
NA,"afd","infratest",2024-08-08,16,NA,NA,NA,NA
NA,"spd","insa",2024-08-06,15,NA,NA,NA,NA
NA,"spd","forsa",2024-08-06,15,NA,NA,NA,NA
NA,"oth","forsa",2024-08-06,12,NA,NA,NA,NA
NA,"oth","insa",2024-08-06,9.5,NA,NA,NA,NA
NA,"lin","forsa",2024-08-06,3,NA,NA,NA,NA
NA,"lin","insa",2024-08-06,3,NA,NA,NA,NA
NA,"gru","forsa",2024-08-06,11,NA,NA,NA,NA
NA,"gru","insa",2024-08-06,10.5,NA,NA,NA,NA
NA,"fdp","forsa",2024-08-06,5,NA,NA,NA,NA
NA,"fdp","insa",2024-08-06,5,NA,NA,NA,NA
NA,"cdu","insa",2024-08-06,30.5,NA,NA,NA,NA
NA,"cdu","forsa",2024-08-06,30,NA,NA,NA,NA
NA,"bsw","forsa",2024-08-06,7,NA,NA,NA,NA
NA,"bsw","insa",2024-08-06,9.5,NA,NA,NA,NA
NA,"afd","insa",2024-08-06,17,NA,NA,NA,NA
NA,"afd","forsa",2024-08-06,17,NA,NA,NA,NA
NA,"spd","insa",2024-08-03,15,NA,NA,NA,NA
NA,"oth","insa",2024-08-03,9,NA,NA,NA,NA
NA,"lin","insa",2024-08-03,3,NA,NA,NA,NA
NA,"gru","insa",2024-08-03,10,NA,NA,NA,NA
NA,"fdp","insa",2024-08-03,5,NA,NA,NA,NA
NA,"cdu","insa",2024-08-03,31,NA,NA,NA,NA
NA,"bsw","insa",2024-08-03,9,NA,NA,NA,NA
NA,"afd","insa",2024-08-03,18,NA,NA,NA,NA
NA,"spd","forsa",2024-07-30,15,NA,NA,NA,NA
NA,"oth","forsa",2024-07-30,13,NA,NA,NA,NA
NA,"lin","forsa",2024-07-30,3,NA,NA,NA,NA
NA,"gru","forsa",2024-07-30,11,NA,NA,NA,NA
NA,"fdp","forsa",2024-07-30,4,NA,NA,NA,NA
NA,"cdu","forsa",2024-07-30,30,NA,NA,NA,NA
NA,"bsw","forsa",2024-07-30,7,NA,NA,NA,NA
NA,"afd","forsa",2024-07-30,17,NA,NA,NA,NA
NA,"spd","insa",2024-07-29,15,NA,NA,NA,NA
NA,"oth","insa",2024-07-29,9,NA,NA,NA,NA
NA,"lin","insa",2024-07-29,3.5,NA,NA,NA,NA
NA,"gru","insa",2024-07-29,10,NA,NA,NA,NA
NA,"fdp","insa",2024-07-29,5,NA,NA,NA,NA
NA,"cdu","insa",2024-07-29,30,NA,NA,NA,NA
NA,"bsw","insa",2024-07-29,9.5,NA,NA,NA,NA
NA,"afd","insa",2024-07-29,18,NA,NA,NA,NA
NA,"spd","INSA",2024-07-27,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-27,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-27,3,NA,NA,NA,NA
NA,"gru","INSA",2024-07-27,11,NA,NA,NA,NA
NA,"fw","INSA",2024-07-27,NA,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-27,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-27,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-27,10,NA,NA,NA,NA
NA,"afd","INSA",2024-07-27,18,NA,NA,NA,NA
NA,"spd","Allensbach",2024-07-25,16.5,NA,NA,NA,NA
NA,"pir","Allensbach",2024-07-25,NA,NA,NA,NA,NA
NA,"lin","Allensbach",2024-07-25,NA,NA,NA,NA,NA
NA,"gru","Allensbach",2024-07-25,11.5,NA,NA,NA,NA
NA,"fw","Allensbach",2024-07-25,NA,NA,NA,NA,NA
NA,"fdp","Allensbach",2024-07-25,6,NA,NA,NA,NA
NA,"cdu","Allensbach",2024-07-25,32,NA,NA,NA,NA
NA,"bsw","Allensbach",2024-07-25,8,NA,NA,NA,NA
NA,"afd","Allensbach",2024-07-25,17,NA,NA,NA,NA
NA,"spd","Forsa",2024-07-23,14,NA,NA,NA,NA
NA,"pir","Forsa",2024-07-23,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-07-23,4,NA,NA,NA,NA
NA,"gru","Forsa",2024-07-23,11,NA,NA,NA,NA
NA,"fw","Forsa",2024-07-23,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-07-23,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-07-23,31,NA,NA,NA,NA
NA,"bsw","Forsa",2024-07-23,7,NA,NA,NA,NA
NA,"afd","Forsa",2024-07-23,17,NA,NA,NA,NA
NA,"spd","INSA",2024-07-22,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-22,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-22,3.5,NA,NA,NA,NA
NA,"gru","INSA",2024-07-22,10.5,NA,NA,NA,NA
NA,"fw","INSA",2024-07-22,NA,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-22,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-22,31,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-22,9,NA,NA,NA,NA
NA,"afd","INSA",2024-07-22,17,NA,NA,NA,NA
NA,"spd","INSA",2024-07-20,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-20,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-20,3,NA,NA,NA,NA
NA,"gru","INSA",2024-07-20,11,NA,NA,NA,NA
NA,"fw","INSA",2024-07-20,NA,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-20,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-20,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-20,9,NA,NA,NA,NA
NA,"afd","INSA",2024-07-20,17,NA,NA,NA,NA
NA,"spd","Forsa",2024-07-16,14,NA,NA,NA,NA
NA,"spd","INSA",2024-07-16,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-16,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-07-16,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-07-16,3,NA,NA,NA,NA
NA,"lin","INSA",2024-07-16,3,NA,NA,NA,NA
NA,"gru","Forsa",2024-07-16,11,NA,NA,NA,NA
NA,"gru","INSA",2024-07-16,11.5,NA,NA,NA,NA
NA,"fw","Forsa",2024-07-16,NA,NA,NA,NA,NA
NA,"fw","INSA",2024-07-16,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-07-16,5,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-16,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-07-16,32,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-16,31,NA,NA,NA,NA
NA,"bsw","Forsa",2024-07-16,7,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-16,8.5,NA,NA,NA,NA
NA,"afd","Forsa",2024-07-16,16,NA,NA,NA,NA
NA,"afd","INSA",2024-07-16,18,NA,NA,NA,NA
NA,"spd","INSA",2024-07-13,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-13,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-13,2,NA,NA,NA,NA
NA,"gru","INSA",2024-07-13,12,NA,NA,NA,NA
NA,"fw","INSA",2024-07-13,NA,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-13,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-13,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-13,9,NA,NA,NA,NA
NA,"afd","INSA",2024-07-13,18,NA,NA,NA,NA
NA,"spd","Verian (Kantar Public. Emnid)",2024-07-12,15,NA,NA,NA,NA
NA,"spd","Politbarometer",2024-07-12,14,NA,NA,NA,NA
NA,"pir","Verian (Kantar Public. Emnid)",2024-07-12,NA,NA,NA,NA,NA
NA,"pir","Politbarometer",2024-07-12,NA,NA,NA,NA,NA
NA,"lin","Politbarometer",2024-07-12,3,NA,NA,NA,NA
NA,"lin","Verian (Kantar Public. Emnid)",2024-07-12,3,NA,NA,NA,NA
NA,"gru","Politbarometer",2024-07-12,13,NA,NA,NA,NA
NA,"gru","Verian (Kantar Public. Emnid)",2024-07-12,13,NA,NA,NA,NA
NA,"fw","Verian (Kantar Public. Emnid)",2024-07-12,NA,NA,NA,NA,NA
NA,"fw","Politbarometer",2024-07-12,NA,NA,NA,NA,NA
NA,"fdp","Politbarometer",2024-07-12,4,NA,NA,NA,NA
NA,"fdp","Verian (Kantar Public. Emnid)",2024-07-12,5,NA,NA,NA,NA
NA,"cdu","Verian (Kantar Public. Emnid)",2024-07-12,31,NA,NA,NA,NA
NA,"cdu","Politbarometer",2024-07-12,32,NA,NA,NA,NA
NA,"bsw","Verian (Kantar Public. Emnid)",2024-07-12,7,NA,NA,NA,NA
NA,"bsw","Politbarometer",2024-07-12,7,NA,NA,NA,NA
NA,"afd","Politbarometer",2024-07-12,17,NA,NA,NA,NA
NA,"afd","Verian (Kantar Public. Emnid)",2024-07-12,16,NA,NA,NA,NA
NA,"spd","Forsa",2024-07-09,14,NA,NA,NA,NA
NA,"pir","Forsa",2024-07-09,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-07-09,NA,NA,NA,NA,NA
NA,"gru","Forsa",2024-07-09,11,NA,NA,NA,NA
NA,"fw","Forsa",2024-07-09,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-07-09,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-07-09,30,NA,NA,NA,NA
NA,"bsw","Forsa",2024-07-09,8,NA,NA,NA,NA
NA,"afd","Forsa",2024-07-09,17,NA,NA,NA,NA
NA,"spd","INSA",2024-07-08,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-08,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-08,3,NA,NA,NA,NA
NA,"gru","INSA",2024-07-08,11,NA,NA,NA,NA
NA,"fw","INSA",2024-07-08,1.5,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-08,5.5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-08,30.5,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-08,8.5,NA,NA,NA,NA
NA,"afd","INSA",2024-07-08,17.5,NA,NA,NA,NA
NA,"spd","YOUGOV",2024-07-05,14,NA,NA,NA,NA
NA,"spd","INSA",2024-07-05,15,NA,NA,NA,NA
NA,"pir","YOUGOV",2024-07-05,NA,NA,NA,NA,NA
NA,"pir","INSA",2024-07-05,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-05,2,NA,NA,NA,NA
NA,"lin","YOUGOV",2024-07-05,3,NA,NA,NA,NA
NA,"gru","YOUGOV",2024-07-05,12,NA,NA,NA,NA
NA,"gru","INSA",2024-07-05,11,NA,NA,NA,NA
NA,"fw","YOUGOV",2024-07-05,2,NA,NA,NA,NA
NA,"fw","INSA",2024-07-05,NA,NA,NA,NA,NA
NA,"fdp","YOUGOV",2024-07-05,6,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-05,5,NA,NA,NA,NA
NA,"cdu","YOUGOV",2024-07-05,30,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-05,30,NA,NA,NA,NA
NA,"bsw","YOUGOV",2024-07-05,9,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-05,9,NA,NA,NA,NA
NA,"afd","INSA",2024-07-05,18,NA,NA,NA,NA
NA,"afd","YOUGOV",2024-07-05,19,NA,NA,NA,NA
NA,"spd","Infratest Dimap",2024-07-04,14,NA,NA,NA,NA
NA,"pir","Infratest Dimap",2024-07-04,NA,NA,NA,NA,NA
NA,"lin","Infratest Dimap",2024-07-04,3,NA,NA,NA,NA
NA,"gru","Infratest Dimap",2024-07-04,13,NA,NA,NA,NA
NA,"fw","Infratest Dimap",2024-07-04,NA,NA,NA,NA,NA
NA,"fdp","Infratest Dimap",2024-07-04,5,NA,NA,NA,NA
NA,"cdu","Infratest Dimap",2024-07-04,31,NA,NA,NA,NA
NA,"bsw","Infratest Dimap",2024-07-04,8,NA,NA,NA,NA
NA,"afd","Infratest Dimap",2024-07-04,17,NA,NA,NA,NA
NA,"spd","Forsa",2024-07-02,15,NA,NA,NA,NA
NA,"pir","Forsa",2024-07-02,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-07-02,NA,NA,NA,NA,NA
NA,"gru","Forsa",2024-07-02,11,NA,NA,NA,NA
NA,"fw","Forsa",2024-07-02,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-07-02,6,NA,NA,NA,NA
NA,"cdu","Forsa",2024-07-02,31,NA,NA,NA,NA
NA,"bsw","Forsa",2024-07-02,7,NA,NA,NA,NA
NA,"afd","Forsa",2024-07-02,16,NA,NA,NA,NA
NA,"spd","INSA",2024-07-01,15,NA,NA,NA,NA
NA,"pir","INSA",2024-07-01,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-07-01,2.5,NA,NA,NA,NA
NA,"gru","INSA",2024-07-01,12,NA,NA,NA,NA
NA,"fw","INSA",2024-07-01,2,NA,NA,NA,NA
NA,"fdp","INSA",2024-07-01,5.5,NA,NA,NA,NA
NA,"cdu","INSA",2024-07-01,29.5,NA,NA,NA,NA
NA,"bsw","INSA",2024-07-01,8.5,NA,NA,NA,NA
NA,"afd","INSA",2024-07-01,17.5,NA,NA,NA,NA
NA,"spd","INSA",2024-06-29,15,NA,NA,NA,NA
NA,"pir","INSA",2024-06-29,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-29,2,NA,NA,NA,NA
NA,"gru","INSA",2024-06-29,12,NA,NA,NA,NA
NA,"fw","INSA",2024-06-29,2,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-29,6,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-29,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-29,9,NA,NA,NA,NA
NA,"afd","INSA",2024-06-29,17,NA,NA,NA,NA
NA,"spd","Politbarometer",2024-06-28,14,NA,NA,NA,NA
NA,"pir","Politbarometer",2024-06-28,NA,NA,NA,NA,NA
NA,"lin","Politbarometer",2024-06-28,3,NA,NA,NA,NA
NA,"gru","Politbarometer",2024-06-28,13,NA,NA,NA,NA
NA,"fw","Politbarometer",2024-06-28,NA,NA,NA,NA,NA
NA,"fdp","Politbarometer",2024-06-28,4,NA,NA,NA,NA
NA,"cdu","Politbarometer",2024-06-28,31,NA,NA,NA,NA
NA,"bsw","Politbarometer",2024-06-28,7,NA,NA,NA,NA
NA,"afd","Politbarometer",2024-06-28,17,NA,NA,NA,NA
NA,"spd","Forsa",2024-06-25,15,NA,NA,NA,NA
NA,"spd","INSA",2024-06-25,14.5,NA,NA,NA,NA
NA,"pir","INSA",2024-06-25,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-06-25,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-06-25,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-25,3,NA,NA,NA,NA
NA,"gru","Forsa",2024-06-25,11,NA,NA,NA,NA
NA,"gru","INSA",2024-06-25,11.5,NA,NA,NA,NA
NA,"fw","Forsa",2024-06-25,3,NA,NA,NA,NA
NA,"fw","INSA",2024-06-25,2,NA,NA,NA,NA
NA,"fdp","Forsa",2024-06-25,5,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-25,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-06-25,31,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-25,30.5,NA,NA,NA,NA
NA,"bsw","Forsa",2024-06-25,7,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-25,8.5,NA,NA,NA,NA
NA,"afd","Forsa",2024-06-25,16,NA,NA,NA,NA
NA,"afd","INSA",2024-06-25,17.5,NA,NA,NA,NA
NA,"spd","INSA",2024-06-23,15,NA,NA,NA,NA
NA,"pir","INSA",2024-06-23,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-23,3,NA,NA,NA,NA
NA,"gru","INSA",2024-06-23,12,NA,NA,NA,NA
NA,"fw","INSA",2024-06-23,2,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-23,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-23,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-23,8,NA,NA,NA,NA
NA,"afd","INSA",2024-06-23,17,NA,NA,NA,NA
NA,"spd","Allensbach",2024-06-20,16,NA,NA,NA,NA
NA,"pir","Allensbach",2024-06-20,NA,NA,NA,NA,NA
NA,"lin","Allensbach",2024-06-20,3,NA,NA,NA,NA
NA,"gru","Allensbach",2024-06-20,13,NA,NA,NA,NA
NA,"fw","Allensbach",2024-06-20,NA,NA,NA,NA,NA
NA,"fdp","Allensbach",2024-06-20,6,NA,NA,NA,NA
NA,"cdu","Allensbach",2024-06-20,32,NA,NA,NA,NA
NA,"bsw","Allensbach",2024-06-20,7,NA,NA,NA,NA
NA,"afd","Allensbach",2024-06-20,15,NA,NA,NA,NA
NA,"spd","Forsa",2024-06-18,15,NA,NA,NA,NA
NA,"spd","GMS",2024-06-18,14,NA,NA,NA,NA
NA,"pir","GMS",2024-06-18,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-06-18,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-06-18,NA,NA,NA,NA,NA
NA,"lin","GMS",2024-06-18,3,NA,NA,NA,NA
NA,"gru","Forsa",2024-06-18,12,NA,NA,NA,NA
NA,"gru","GMS",2024-06-18,14,NA,NA,NA,NA
NA,"fw","Forsa",2024-06-18,3,NA,NA,NA,NA
NA,"fw","GMS",2024-06-18,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-06-18,5,NA,NA,NA,NA
NA,"fdp","GMS",2024-06-18,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-06-18,30,NA,NA,NA,NA
NA,"cdu","GMS",2024-06-18,31,NA,NA,NA,NA
NA,"bsw","Forsa",2024-06-18,7,NA,NA,NA,NA
NA,"bsw","GMS",2024-06-18,NA,NA,NA,NA,NA
NA,"afd","Forsa",2024-06-18,16,NA,NA,NA,NA
NA,"afd","GMS",2024-06-18,18,NA,NA,NA,NA
NA,"spd","INSA",2024-06-17,15,NA,NA,NA,NA
NA,"pir","INSA",2024-06-17,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-17,3,NA,NA,NA,NA
NA,"gru","INSA",2024-06-17,11,NA,NA,NA,NA
NA,"fw","INSA",2024-06-17,2,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-17,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-17,31,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-17,8,NA,NA,NA,NA
NA,"afd","INSA",2024-06-17,17,NA,NA,NA,NA
NA,"spd","INSA",2024-06-15,16,NA,NA,NA,NA
NA,"pir","INSA",2024-06-15,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-15,3,NA,NA,NA,NA
NA,"gru","INSA",2024-06-15,11,NA,NA,NA,NA
NA,"fw","INSA",2024-06-15,2,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-15,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-15,31,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-15,7,NA,NA,NA,NA
NA,"afd","INSA",2024-06-15,17,NA,NA,NA,NA
NA,"spd","Politbarometer",2024-06-13,14,NA,NA,NA,NA
NA,"pir","Politbarometer",2024-06-13,NA,NA,NA,NA,NA
NA,"lin","Politbarometer",2024-06-13,NA,NA,NA,NA,NA
NA,"gru","Politbarometer",2024-06-13,14,NA,NA,NA,NA
NA,"fw","Politbarometer",2024-06-13,NA,NA,NA,NA,NA
NA,"fdp","Politbarometer",2024-06-13,5,NA,NA,NA,NA
NA,"cdu","Politbarometer",2024-06-13,30,NA,NA,NA,NA
NA,"bsw","Politbarometer",2024-06-13,7,NA,NA,NA,NA
NA,"afd","Politbarometer",2024-06-13,16,NA,NA,NA,NA
NA,"spd","Verian (Kantar Public. Emnid)",2024-06-12,16,NA,NA,NA,NA
NA,"pir","Verian (Kantar Public. Emnid)",2024-06-12,NA,NA,NA,NA,NA
NA,"lin","Verian (Kantar Public. Emnid)",2024-06-12,3,NA,NA,NA,NA
NA,"gru","Verian (Kantar Public. Emnid)",2024-06-12,13,NA,NA,NA,NA
NA,"fw","Verian (Kantar Public. Emnid)",2024-06-12,3,NA,NA,NA,NA
NA,"fdp","Verian (Kantar Public. Emnid)",2024-06-12,5,NA,NA,NA,NA
NA,"cdu","Verian (Kantar Public. Emnid)",2024-06-12,30,NA,NA,NA,NA
NA,"bsw","Verian (Kantar Public. Emnid)",2024-06-12,6,NA,NA,NA,NA
NA,"afd","Verian (Kantar Public. Emnid)",2024-06-12,17,NA,NA,NA,NA
NA,"spd","Forsa",2024-06-11,16,NA,NA,NA,NA
NA,"spd","INSA",2024-06-11,15.5,NA,NA,NA,NA
NA,"pir","INSA",2024-06-11,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-06-11,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-06-11,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-11,3,NA,NA,NA,NA
NA,"gru","Forsa",2024-06-11,13,NA,NA,NA,NA
NA,"gru","INSA",2024-06-11,12,NA,NA,NA,NA
NA,"fw","Forsa",2024-06-11,NA,NA,NA,NA,NA
NA,"fw","INSA",2024-06-11,2.5,NA,NA,NA,NA
NA,"fdp","Forsa",2024-06-11,6,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-11,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-06-11,30,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-11,30,NA,NA,NA,NA
NA,"bsw","Forsa",2024-06-11,6,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-11,7.5,NA,NA,NA,NA
NA,"afd","Forsa",2024-06-11,16,NA,NA,NA,NA
NA,"afd","INSA",2024-06-11,16,NA,NA,NA,NA
NA,"spd","INSA",2024-06-08,16,NA,NA,NA,NA
NA,"pir","INSA",2024-06-08,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-08,3,NA,NA,NA,NA
NA,"gru","INSA",2024-06-08,12,NA,NA,NA,NA
NA,"fw","INSA",2024-06-08,3,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-08,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-08,30,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-08,8,NA,NA,NA,NA
NA,"afd","INSA",2024-06-08,16,NA,NA,NA,NA
NA,"spd","YOUGOV",2024-06-07,14,NA,NA,NA,NA
NA,"pir","YOUGOV",2024-06-07,NA,NA,NA,NA,NA
NA,"lin","YOUGOV",2024-06-07,4,NA,NA,NA,NA
NA,"gru","YOUGOV",2024-06-07,12,NA,NA,NA,NA
NA,"fw","YOUGOV",2024-06-07,2,NA,NA,NA,NA
NA,"fdp","YOUGOV",2024-06-07,4,NA,NA,NA,NA
NA,"cdu","YOUGOV",2024-06-07,29,NA,NA,NA,NA
NA,"bsw","YOUGOV",2024-06-07,9,NA,NA,NA,NA
NA,"afd","YOUGOV",2024-06-07,18,NA,NA,NA,NA
NA,"spd","Forsa",2024-06-04,17,NA,NA,NA,NA
NA,"spd","INSA",2024-06-04,16,NA,NA,NA,NA
NA,"pir","INSA",2024-06-04,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-06-04,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-06-04,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-04,3.5,NA,NA,NA,NA
NA,"gru","Forsa",2024-06-04,13,NA,NA,NA,NA
NA,"gru","INSA",2024-06-04,12,NA,NA,NA,NA
NA,"fw","Forsa",2024-06-04,NA,NA,NA,NA,NA
NA,"fw","INSA",2024-06-04,2.5,NA,NA,NA,NA
NA,"fdp","Forsa",2024-06-04,6,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-04,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-06-04,30,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-04,30.5,NA,NA,NA,NA
NA,"bsw","Forsa",2024-06-04,6,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-04,7.5,NA,NA,NA,NA
NA,"afd","Forsa",2024-06-04,15,NA,NA,NA,NA
NA,"afd","INSA",2024-06-04,15.5,NA,NA,NA,NA
NA,"spd","INSA",2024-06-01,16,NA,NA,NA,NA
NA,"pir","INSA",2024-06-01,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-06-01,3,NA,NA,NA,NA
NA,"gru","INSA",2024-06-01,12,NA,NA,NA,NA
NA,"fw","INSA",2024-06-01,3,NA,NA,NA,NA
NA,"fdp","INSA",2024-06-01,5,NA,NA,NA,NA
NA,"cdu","INSA",2024-06-01,31,NA,NA,NA,NA
NA,"bsw","INSA",2024-06-01,7,NA,NA,NA,NA
NA,"afd","INSA",2024-06-01,16,NA,NA,NA,NA
NA,"spd","Infratest Dimap",2024-05-30,15,NA,NA,NA,NA
NA,"pir","Infratest Dimap",2024-05-30,NA,NA,NA,NA,NA
NA,"lin","Infratest Dimap",2024-05-30,3,NA,NA,NA,NA
NA,"gru","Infratest Dimap",2024-05-30,14,NA,NA,NA,NA
NA,"fw","Infratest Dimap",2024-05-30,3,NA,NA,NA,NA
NA,"fdp","Infratest Dimap",2024-05-30,4,NA,NA,NA,NA
NA,"cdu","Infratest Dimap",2024-05-30,31,NA,NA,NA,NA
NA,"bsw","Infratest Dimap",2024-05-30,5,NA,NA,NA,NA
NA,"afd","Infratest Dimap",2024-05-30,18,NA,NA,NA,NA
NA,"spd","Forsa",2024-05-28,16,NA,NA,NA,NA
NA,"spd","INSA",2024-05-28,15,NA,NA,NA,NA
NA,"pir","INSA",2024-05-28,NA,NA,NA,NA,NA
NA,"pir","Forsa",2024-05-28,NA,NA,NA,NA,NA
NA,"lin","Forsa",2024-05-28,NA,NA,NA,NA,NA
NA,"lin","INSA",2024-05-28,3,NA,NA,NA,NA
NA,"gru","Forsa",2024-05-28,13,NA,NA,NA,NA
NA,"gru","INSA",2024-05-28,12,NA,NA,NA,NA
NA,"fw","INSA",2024-05-28,2.5,NA,NA,NA,NA
NA,"fw","Forsa",2024-05-28,NA,NA,NA,NA,NA
NA,"fdp","Forsa",2024-05-28,6,NA,NA,NA,NA
NA,"fdp","INSA",2024-05-28,5,NA,NA,NA,NA
NA,"cdu","Forsa",2024-05-28,30,NA,NA,NA,NA
NA,"cdu","INSA",2024-05-28,30.5,NA,NA,NA,NA
